
 ARM-M0-Memcpy - Program started!
 CPU frequency: 125000000Hz
73	1052.5	1103.8	1106.2	1048.8	4120.0	4120.0	4121.2	4120.0	4121.2	4120.0	4120.0	4120.0	4120.0	4120.0	4120.0	4120.0
74	1052.5	1158.8	1048.8	1103.8	4176.2	4176.2	4176.2	4176.2	4176.2	4176.2	4176.2	4176.2	4176.2	4176.2	4176.2	4176.2
75	1106.2	1100.0	1105.0	1103.8	4232.5	4232.5	4232.5	4232.5	4232.5	4232.5	4232.5	4232.5	4232.5	4232.5	4232.5	4232.5
76	1048.8	1156.2	1103.8	1158.8	4287.5	4287.5	4288.8	4287.5	4287.5	4287.5	4288.8	4287.5	4287.5	4287.5	4288.8	4287.5
77	1103.8	1156.2	1158.8	1100.0	4343.8	4343.8	4345.0	4343.8	4345.0	4343.8	4343.8	4343.8	4345.0	4343.8	4345.0	4343.8
78	1103.8	1210.0	1100.0	1156.2	4400.0	4400.0	4400.0	4400.0	4400.0	4400.0	4400.0	4400.0	4401.2	4400.0	4401.2	4400.0
79	1158.8	1152.5	1156.2	1156.2	4456.2	4456.2	4456.2	4456.2	4456.2	4456.2	4456.2	4456.2	4456.2	4455.0	4456.2	4456.2
80	1100.0	1208.8	1156.2	1210.0	4512.5	4512.5	4512.5	4512.5	4511.2	4511.2	4512.5	4512.5	4512.5	4512.5	4512.5	4512.5
81	1156.2	1208.8	1210.0	1153.8	4568.8	4567.5	4568.8	4567.5	4567.5	4568.8	4567.5	4567.5	4567.5	4568.8	4567.5	4567.5
82	1156.2	1262.5	1152.5	1207.5	4623.8	4623.8	4625.0	4623.8	4623.8	4625.0	4623.8	4623.8	4625.0	4623.8	4623.8	4625.0
83	1210.0	1206.2	1208.8	1208.8	4680.0	4680.0	4680.0	4680.0	4680.0	4680.0	4680.0	4680.0	4680.0	4680.0	4680.0	4680.0
99	1418.8	1413.8	1416.2	1416.2	5576.2	5576.2	5576.2	5576.2	5576.2	5576.2	5576.2	5575.0	5576.2	5576.2	5576.2	5575.0
100	1360.0	1468.8	1416.2	1470.0	5632.5	5632.5	5632.5	5632.5	5632.5	5632.5	5632.5	5632.5	5632.5	5632.5	5632.5	5632.5
101	1416.2	1468.8	1470.0	1411.2	5688.8	5688.8	5687.5	5688.8	5687.5	5687.5	5688.8	5687.5	5687.5	5688.8	5687.5	5687.5
102	1415.0	1522.5	1411.2	1468.8	5743.8	5743.8	5743.8	5743.8	5745.0	5743.8	5743.8	5745.0	5743.8	5743.8	5743.8	5745.0
103	1471.2	1465.0	1468.8	1468.8	5800.0	5800.0	5801.2	5800.0	5801.2	5800.0	5800.0	5800.0	5800.0	5801.2	5800.0	5800.0
104	1412.5	1520.0	1467.5	1522.5	5856.2	5856.2	5855.0	5856.2	5856.2	5856.2	5856.2	5856.2	5856.2	5855.0	5856.2	5856.2
105	1467.5	1520.0	1521.2	1465.0	5912.5	5912.5	5912.5	5912.5	5912.5	5912.5	5912.5	5912.5	5912.5	5912.5	5912.5	5912.5
106	1468.8	1573.8	1463.8	1520.0	5967.5	5967.5	5968.8	5967.5	5967.5	5968.8	5967.5	5967.5	5968.8	5967.5	5967.5	5968.8
107	1522.5	1516.2	1520.0	1520.0	6023.8	6023.8	6023.8	6025.0	6023.8	6023.8	6023.8	6025.0	6023.8	6023.8	6025.0	6023.8
199	2718.8	2712.5	2716.2	2716.2	11176.2	11175.0	11176.2	11176.2	11176.2	11176.2	11176.2	11176.2	11176.2	11176.2	11176.2	11176.2
200	2660.0	2767.5	2716.2	2770.0	11231.2	11232.5	11232.5	11232.5	11231.2	11232.5	11232.5	11231.2	11232.5	11232.5	11232.5	11231.2
201	2716.2	2767.5	2770.0	2712.5	11288.8	11287.5	11287.5	11287.5	11288.8	11287.5	11287.5	11287.5	11287.5	11288.8	11287.5	11287.5
202	2716.2	2822.5	2712.5	2768.8	11343.8	11345.0	11343.8	11343.8	11343.8	11345.0	11345.0	11343.8	11343.8	11343.8	11345.0	11345.0
203	2770.0	2763.8	2767.5	2768.8	11400.0	11400.0	11400.0	11400.0	11400.0	11401.2	11400.0	11400.0	11401.2	11400.0	11400.0	11401.2
204	2712.5	2821.2	2768.8	2822.5	11456.2	11456.2	11455.0	11456.2	11456.2	11456.2	11456.2	11456.2	11456.2	11455.0	11456.2	11456.2
205	2767.5	2820.0	2821.2	2765.0	11512.5	11512.5	11511.2	11512.5	11512.5	11511.2	11512.5	11512.5	11511.2	11512.5	11512.5	11512.5
206	2767.5	2873.8	2763.8	2820.0	11568.8	11567.5	11567.5	11567.5	11567.5	11567.5	11567.5	11567.5	11568.8	11567.5	11567.5	11567.5
207	2822.5	2816.2	2821.2	2821.2	11625.0	11623.8	11625.0	11623.8	11623.8	11623.8	11623.8	11623.8	11625.0	11625.0	11623.8	11625.0
299	4017.5	4012.5	4015.0	4016.2	16776.2	16776.2	16776.2	16776.2	16776.2	16776.2	16776.2	16776.2	16776.2	16776.2	16776.2	16776.2
300	3961.2	4068.8	4016.2	4070.0	16831.2	16832.5	16832.5	16832.5	16832.5	16831.2	16832.5	16832.5	16832.5	16832.5	16831.2	16832.5
301	4016.2	4067.5	4070.0	4012.5	16888.8	16887.5	16888.8	16887.5	16888.8	16887.5	16887.5	16888.8	16887.5	16888.8	16887.5	16887.5
302	4015.0	4122.5	4012.5	4068.8	16943.8	16945.0	16945.0	16943.8	16943.8	16943.8	16943.8	16945.0	16943.8	16943.8	16943.8	16943.8
303	4070.0	4063.8	4068.8	4068.8	17000.0	17000.0	17000.0	17000.0	17000.0	17000.0	17001.2	17000.0	17000.0	17000.0	17000.0	17000.0
304	4011.2	4120.0	4068.8	4122.5	17056.2	17056.2	17055.0	17056.2	17056.2	17056.2	17056.2	17056.2	17056.2	17056.2	17056.2	17056.2
305	4068.8	4120.0	4122.5	4066.2	17112.5	17111.2	17112.5	17112.5	17111.2	17112.5	17111.2	17112.5	17112.5	17111.2	17112.5	17111.2
306	4067.5	4173.8	4063.8	4120.0	17167.5	17168.8	17167.5	17167.5	17168.8	17167.5	17168.8	17167.5	17167.5	17168.8	17167.5	17167.5
307	4122.5	4117.5	4120.0	4120.0	17223.8	17223.8	17223.8	17223.8	17223.8	17225.0	17223.8	17223.8	17225.0	17223.8	17223.8	17223.8
399	5318.8	5312.5	5316.2	5316.2	22376.2	22376.2	22376.2	22376.2	22376.2	22376.2	22376.2	22376.2	22376.2	22376.2	22376.2	22376.2
400	5261.2	5367.5	5316.2	5370.0	22432.5	22431.2	22432.5	22432.5	22431.2	22432.5	22431.2	22432.5	22432.5	22431.2	22432.5	22432.5
401	5316.2	5368.8	5371.2	5315.0	22488.8	22487.5	22488.8	22487.5	22487.5	22488.8	22487.5	22487.5	22488.8	22487.5	22487.5	22488.8
402	5315.0	5422.5	5311.2	5368.8	22543.8	22545.0	22545.0	22543.8	22543.8	22543.8	22543.8	22543.8	22543.8	22545.0	22543.8	22545.0
403	5370.0	5366.2	5368.8	5368.8	22600.0	22600.0	22600.0	22600.0	22600.0	22600.0	22600.0	22600.0	22601.2	22600.0	22600.0	22600.0
404	5312.5	5420.0	5367.5	5422.5	22656.2	22656.2	22656.2	22656.2	22656.2	22656.2	22656.2	22655.0	22656.2	22656.2	22656.2	22656.2
405	5367.5	5420.0	5422.5	5365.0	22712.5	22711.2	22712.5	22712.5	22711.2	22712.5	22712.5	22711.2	22712.5	22711.2	22712.5	22712.5
406	5368.8	5473.8	5363.8	5420.0	22767.5	22768.8	22767.5	22767.5	22768.8	22767.5	22767.5	22768.8	22767.5	22768.8	22767.5	22767.5
407	5422.5	5416.2	5420.0	5420.0	22823.8	22825.0	22823.8	22823.8	22823.8	22823.8	22823.8	22823.8	22825.0	22823.8	22825.0	22825.0
499	6617.5	6615.0	6616.2	6616.2	27976.2	27976.2	27976.2	27975.0	27976.2	27976.2	27976.2	27976.2	27976.2	27976.2	27976.2	27976.2
500	6560.0	6668.8	6616.2	6670.0	28031.2	28032.5	28032.5	28031.2	28032.5	28032.5	28031.2	28032.5	28031.2	28032.5	28032.5	28031.2
501	6616.2	6668.8	6670.0	6612.5	28088.8	28087.5	28087.5	28088.8	28087.5	28087.5	28088.8	28087.5	28087.5	28088.8	28087.5	28087.5
502	6616.2	6721.2	6612.5	6667.5	28143.8	28145.0	28143.8	28143.8	28145.0	28143.8	28145.0	28145.0	28143.8	28143.8	28143.8	28143.8
503	6670.0	6663.8	6667.5	6668.8	28200.0	28200.0	28200.0	28200.0	28200.0	28200.0	28200.0	28200.0	28201.2	28200.0	28200.0	28200.0
504	6612.5	6720.0	6667.5	6722.5	28256.2	28256.2	28256.2	28256.2	28256.2	28256.2	28256.2	28256.2	28256.2	28256.2	28256.2	28256.2
505	6667.5	6720.0	6722.5	6663.8	28312.5	28312.5	28311.2	28312.5	28311.2	28312.5	28312.5	28311.2	28312.5	28312.5	28311.2	28312.5
506	6667.5	6773.8	6663.8	6720.0	28368.8	28367.5	28367.5	28367.5	28368.8	28367.5	28368.8	28367.5	28367.5	28368.8	28367.5	28367.5
507	6722.5	6716.2	6720.0	6720.0	28423.8	28425.0	28423.8	28423.8	28423.8	28423.8	28423.8	28423.8	28425.0	28423.8	28425.0	28425.0
508	6665.0	6771.2	6720.0	6773.8	28481.2	28480.0	28480.0	28481.2	28480.0	28480.0	28481.2	28480.0	28480.0	28480.0	28480.0	28480.0
509	6720.0	6772.5	6773.8	6716.2	28536.2	28536.2	28536.2	28536.2	28536.2	28536.2	28535.0	28536.2	28536.2	28536.2	28536.2	28536.2
510	6720.0	6826.2	6716.2	6771.2	28592.5	28592.5	28592.5	28592.5	28592.5	28591.2	28592.5	28592.5	28591.2	28592.5	28592.5	28591.2
511	6773.8	6768.8	6772.5	6771.2	28648.8	28647.5	28647.5	28647.5	28648.8	28647.5	28648.8	28647.5	28647.5	28648.8	28647.5	28647.5
512	6716.2	6823.8	6771.2	6826.2	28703.8	28705.0	28703.8	28703.8	28705.0	28703.8	28705.0	28705.0	28703.8	28703.8	28703.8	28703.8

memcpy_armv6m
 FLASH - NO CACHE
Size	 0-0	 1-1	 2-2	 3-3	 0-1	 0-2	 0-3	 1-0	 1-2	 1-3	 2-0	 2-1	 2-3	 3-0	 3-1	 3-2
0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	36.2	36.2	35.0	35.0	35.0	35.0	35.0	35.0
1	88.8	88.8	87.5	87.5	88.8	88.8	88.8	87.5	87.5	87.5	87.5	87.5	88.8	88.8	88.8	88.8
2	140.0	140.0	141.2	140.0	140.0	140.0	140.0	140.0	140.0	141.2	141.2	140.0	141.2	140.0	140.0	140.0
3	192.5	192.5	192.5	192.5	191.2	192.5	192.5	192.5	192.5	192.5	192.5	191.2	192.5	191.2	191.2	191.2
4	243.8	245.0	245.0	245.0	243.8	243.8	243.8	243.8	243.8	245.0	245.0	245.0	245.0	245.0	243.8	243.8
5	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	295.0	296.2
6	347.5	348.8	348.8	348.8	347.5	347.5	347.5	348.8	348.8	348.8	348.8	348.8	348.8	348.8	348.8	347.5
7	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	401.2	400.0	400.0	400.0	400.0	400.0	401.2
8	156.2	271.2	220.0	273.8	182.5	182.5	182.5	232.5	232.5	232.5	235.0	233.8	233.8	232.5	232.5	232.5
9	212.5	271.2	273.8	216.2	236.2	236.2	236.2	237.5	237.5	237.5	236.2	235.0	236.2	237.5	238.8	238.8
10	212.5	326.2	216.2	272.5	240.0	240.0	240.0	240.0	240.0	240.0	240.0	240.0	240.0	292.5	291.2	291.2
11	266.2	268.8	272.5	272.5	242.5	241.2	242.5	243.8	243.8	245.0	295.0	295.0	295.0	296.2	296.2	296.2
12	207.5	323.8	271.2	325.0	248.8	247.5	247.5	297.5	297.5	297.5	300.0	301.2	300.0	298.8	298.8	298.8
13	265.0	323.8	326.2	267.5	301.2	302.5	302.5	303.8	303.8	303.8	302.5	301.2	302.5	303.8	303.8	303.8
14	263.8	378.8	267.5	323.8	306.2	306.2	306.2	306.2	306.2	306.2	306.2	306.2	306.2	358.8	357.5	358.8
15	317.5	320.0	325.0	325.0	308.8	307.5	307.5	310.0	310.0	311.2	361.2	361.2	360.0	362.5	362.5	362.5
16	260.0	376.2	325.0	377.5	315.0	313.8	313.8	363.8	363.8	365.0	366.2	366.2	366.2	363.8	365.0	363.8
17	316.2	376.2	377.5	321.2	367.5	368.8	367.5	370.0	370.0	370.0	367.5	368.8	368.8	370.0	370.0	371.2
18	316.2	431.2	318.8	373.8	371.2	372.5	371.2	372.5	372.5	371.2	372.5	372.5	372.5	423.8	423.8	425.0
19	370.0	371.2	373.8	373.8	373.8	373.8	375.0	376.2	376.2	376.2	426.2	426.2	426.2	428.8	428.8	427.5
20	312.5	425.0	373.8	428.8	380.0	380.0	380.0	430.0	430.0	430.0	431.2	432.5	432.5	431.2	431.2	431.2
21	368.8	426.2	427.5	370.0	435.0	433.8	435.0	436.2	435.0	436.2	435.0	433.8	433.8	436.2	436.2	436.2
22	367.5	480.0	371.2	426.2	438.8	438.8	437.5	438.8	438.8	438.8	438.8	438.8	438.8	490.0	490.0	490.0
23	422.5	422.5	426.2	426.2	440.0	440.0	440.0	442.5	441.2	442.5	492.5	492.5	492.5	493.8	495.0	493.8
24	363.8	477.5	426.2	480.0	446.2	446.2	446.2	496.2	496.2	496.2	497.5	498.8	498.8	496.2	496.2	496.2
25	420.0	478.8	480.0	421.2	501.2	501.2	501.2	501.2	502.5	502.5	501.2	501.2	500.0	501.2	502.5	502.5
26	420.0	531.2	422.5	478.8	505.0	503.8	505.0	503.8	505.0	503.8	503.8	505.0	503.8	556.2	556.2	556.2
27	473.8	473.8	478.8	477.5	506.2	506.2	506.2	507.5	508.8	508.8	558.8	558.8	558.8	561.2	560.0	560.0
28	416.2	530.0	477.5	532.5	512.5	512.5	511.2	562.5	562.5	561.2	565.0	563.8	563.8	562.5	562.5	561.2
29	471.2	530.0	531.2	473.8	566.2	566.2	566.2	567.5	568.8	568.8	566.2	566.2	566.2	568.8	568.8	568.8
30	472.5	585.0	475.0	530.0	570.0	570.0	570.0	570.0	570.0	570.0	570.0	570.0	571.2	621.2	622.5	622.5
31	526.2	526.2	530.0	530.0	572.5	572.5	571.2	575.0	573.8	573.8	623.8	625.0	623.8	626.2	625.0	625.0
32	468.8	582.5	530.0	583.8	577.5	578.8	578.8	628.8	628.8	628.8	631.2	630.0	630.0	628.8	628.8	628.8
33	525.0	582.5	585.0	528.8	631.2	632.5	632.5	635.0	633.8	633.8	631.2	632.5	632.5	633.8	635.0	633.8
34	525.0	636.2	526.2	582.5	636.2	636.2	636.2	636.2	636.2	636.2	636.2	636.2	636.2	687.5	688.8	687.5
35	577.5	580.0	582.5	582.5	638.8	638.8	638.8	640.0	640.0	640.0	690.0	690.0	690.0	692.5	692.5	691.2
36	520.0	633.8	582.5	636.2	643.8	645.0	643.8	695.0	693.8	693.8	696.2	696.2	696.2	695.0	693.8	695.0
37	576.2	635.0	636.2	577.5	697.5	697.5	698.8	700.0	701.2	700.0	697.5	698.8	698.8	700.0	700.0	701.2
38	575.0	688.8	577.5	633.8	701.2	702.5	702.5	701.2	702.5	702.5	701.2	702.5	702.5	753.8	755.0	753.8
39	630.0	631.2	635.0	633.8	705.0	703.8	705.0	706.2	706.2	705.0	755.0	756.2	756.2	758.8	758.8	758.8
40	572.5	686.2	633.8	688.8	711.2	710.0	710.0	760.0	760.0	760.0	762.5	762.5	761.2	761.2	760.0	760.0
41	627.5	686.2	688.8	630.0	765.0	763.8	765.0	766.2	766.2	766.2	765.0	763.8	763.8	766.2	766.2	766.2
42	628.8	740.0	630.0	686.2	767.5	768.8	767.5	768.8	768.8	768.8	768.8	768.8	768.8	821.2	821.2	820.0
43	682.5	682.5	686.2	686.2	770.0	770.0	771.2	771.2	772.5	772.5	821.2	822.5	822.5	823.8	825.0	823.8
44	623.8	738.8	686.2	741.2	776.2	776.2	775.0	825.0	826.2	826.2	828.8	828.8	828.8	826.2	826.2	826.2
45	681.2	738.8	740.0	682.5	830.0	830.0	831.2	831.2	832.5	832.5	830.0	830.0	830.0	832.5	831.2	832.5
46	680.0	792.5	682.5	738.8	833.8	835.0	833.8	833.8	835.0	833.8	833.8	835.0	833.8	885.0	886.2	886.2
47	733.8	735.0	738.8	737.5	836.2	836.2	836.2	838.8	838.8	838.8	888.8	888.8	888.8	890.0	890.0	891.2
48	675.0	790.0	737.5	791.2	841.2	842.5	842.5	891.2	892.5	892.5	893.8	895.0	893.8	891.2	892.5	892.5
49	732.5	790.0	792.5	736.2	895.0	896.2	896.2	898.8	898.8	898.8	896.2	896.2	896.2	898.8	898.8	898.8
50	731.2	843.8	733.8	791.2	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	900.0	952.5	952.5	951.2
51	786.2	787.5	790.0	790.0	901.2	902.5	902.5	903.8	905.0	903.8	953.8	955.0	953.8	956.2	955.0	956.2
52	727.5	842.5	790.0	845.0	907.5	908.8	908.8	958.8	958.8	958.8	960.0	961.2	960.0	957.5	958.8	958.8
53	783.8	842.5	843.8	786.2	961.2	962.5	962.5	965.0	963.8	963.8	962.5	962.5	961.2	965.0	963.8	963.8
54	783.8	896.2	786.2	842.5	966.2	966.2	966.2	966.2	966.2	966.2	965.0	966.2	966.2	1018.8	1017.5	1018.8
55	837.5	838.8	842.5	842.5	968.8	967.5	968.8	970.0	970.0	970.0	1020.0	1020.0	1020.0	1022.5	1022.5	1022.5
56	781.2	893.8	842.5	895.0	973.8	973.8	975.0	1023.8	1023.8	1023.8	1026.2	1026.2	1026.2	1025.0	1023.8	1023.8
57	836.2	893.8	896.2	838.8	1027.5	1028.8	1027.5	1030.0	1030.0	1030.0	1027.5	1028.8	1027.5	1031.2	1030.0	1030.0
58	836.2	948.8	837.5	893.8	1032.5	1032.5	1031.2	1031.2	1032.5	1031.2	1032.5	1031.2	1032.5	1083.8	1083.8	1083.8
59	891.2	890.0	893.8	893.8	1035.0	1033.8	1033.8	1036.2	1036.2	1036.2	1086.2	1086.2	1086.2	1088.8	1087.5	1088.8
60	832.5	946.2	893.8	947.5	1040.0	1040.0	1040.0	1090.0	1090.0	1090.0	1092.5	1092.5	1092.5	1090.0	1090.0	1090.0
61	887.5	946.2	948.8	890.0	1176.2	1176.2	1020.0	1016.2	1176.2	1018.8	1016.2	1176.2	1020.0	1016.2	1175.0	1176.2
62	888.8	1000.0	890.0	946.2	1226.2	1072.5	1073.8	1070.0	1072.5	1075.0	1067.5	1225.0	1073.8	1070.0	1226.2	1071.2
63	942.5	942.5	946.2	946.2	1123.8	1128.8	1128.8	1120.0	1128.8	1126.2	1120.0	1123.8	1128.8	1120.0	1122.5	1127.5
64	883.8	998.8	945.0	1000.0	1177.5	1181.2	1177.5	1015.0	1182.5	1177.5	1016.2	1177.5	1178.8	1016.2	1177.5	1181.2
65	941.2	998.8	1000.0	943.8	1231.2	1231.2	1075.0	1071.2	1232.5	1076.2	1072.5	1232.5	1076.2	1072.5	1230.0	1232.5
66	940.0	1052.5	942.5	998.8	1281.2	1127.5	1130.0	1126.2	1128.8	1130.0	1126.2	1282.5	1130.0	1126.2	1282.5	1128.8
67	993.8	996.2	997.5	997.5	1180.0	1183.8	1183.8	1176.2	1185.0	1183.8	1176.2	1180.0	1183.8	1176.2	1180.0	1185.0
68	936.2	1050.0	997.5	1051.2	1233.8	1238.8	1235.0	1072.5	1238.8	1235.0	1072.5	1233.8	1233.8	1072.5	1233.8	1238.8
69	992.5	1051.2	1052.5	993.8	1287.5	1287.5	1132.5	1128.8	1287.5	1130.0	1127.5	1288.8	1131.2	1127.5	1288.8	1287.5
70	992.5	1103.8	993.8	1050.0	1337.5	1185.0	1186.2	1182.5	1185.0	1186.2	1180.0	1338.8	1186.2	1182.5	1337.5	1183.8
71	1046.2	1046.2	1050.0	1050.0	1235.0	1240.0	1240.0	1231.2	1240.0	1238.8	1232.5	1236.2	1240.0	1232.5	1233.8	1240.0
72	988.8	1101.2	1050.0	1103.8	1291.2	1292.5	1290.0	1128.8	1295.0	1290.0	1128.8	1290.0	1290.0	1128.8	1290.0	1293.8
73	1043.8	1102.5	1103.8	1045.0	1343.8	1343.8	1188.8	1185.0	1343.8	1188.8	1185.0	1343.8	1188.8	1185.0	1342.5	1343.8
74	1043.8	1156.2	1046.2	1101.2	1393.8	1240.0	1242.5	1238.8	1240.0	1242.5	1238.8	1395.0	1242.5	1237.5	1393.8	1240.0
75	1098.8	1098.8	1102.5	1102.5	1291.2	1296.2	1295.0	1287.5	1295.0	1296.2	1287.5	1292.5	1296.2	1287.5	1292.5	1296.2
76	1040.0	1153.8	1102.5	1156.2	1346.2	1350.0	1346.2	1185.0	1350.0	1346.2	1183.8	1346.2	1346.2	1183.8	1346.2	1350.0
77	1096.2	1153.8	1156.2	1097.5	1400.0	1400.0	1243.8	1240.0	1400.0	1241.2	1240.0	1400.0	1245.0	1240.0	1401.2	1400.0
78	1096.2	1208.8	1098.8	1153.8	1451.2	1296.2	1297.5	1293.8	1296.2	1297.5	1291.2	1451.2	1297.5	1293.8	1450.0	1296.2
79	1150.0	1150.0	1153.8	1155.0	1348.8	1351.2	1352.5	1345.0	1352.5	1350.0	1345.0	1347.5	1351.2	1343.8	1345.0	1351.2
80	1091.2	1206.2	1153.8	1207.5	1401.2	1403.8	1401.2	1240.0	1406.2	1402.5	1240.0	1401.2	1401.2	1240.0	1402.5	1406.2
81	1147.5	1206.2	1207.5	1152.5	1456.2	1456.2	1301.2	1296.2	1456.2	1300.0	1296.2	1456.2	1300.0	1296.2	1455.0	1456.2
82	1148.8	1260.0	1150.0	1206.2	1506.2	1352.5	1355.0	1350.0	1352.5	1355.0	1350.0	1506.2	1355.0	1350.0	1506.2	1352.5
83	1202.5	1203.8	1206.2	1206.2	1405.0	1407.5	1407.5	1400.0	1407.5	1408.8	1400.0	1403.8	1408.8	1400.0	1403.8	1407.5
99	1410.0	1411.2	1415.0	1415.0	1628.8	1632.5	1632.5	1623.8	1632.5	1632.5	1623.8	1628.8	1632.5	1625.0	1627.5	1632.5
100	1352.5	1466.2	1413.8	1467.5	1681.2	1686.2	1681.2	1520.0	1686.2	1682.5	1520.0	1682.5	1682.5	1520.0	1681.2	1685.0
101	1407.5	1466.2	1467.5	1410.0	1736.2	1736.2	1580.0	1576.2	1736.2	1578.8	1576.2	1736.2	1580.0	1575.0	1736.2	1736.2
102	1408.8	1520.0	1410.0	1466.2	1786.2	1632.5	1633.8	1630.0	1631.2	1633.8	1627.5	1786.2	1633.8	1630.0	1786.2	1632.5
103	1462.5	1461.2	1466.2	1466.2	1685.0	1687.5	1688.8	1680.0	1688.8	1686.2	1681.2	1683.8	1687.5	1680.0	1682.5	1687.5
104	1405.0	1517.5	1466.2	1521.2	1738.8	1740.0	1737.5	1576.2	1741.2	1737.5	1576.2	1738.8	1737.5	1576.2	1737.5	1742.5
105	1460.0	1517.5	1520.0	1462.5	1792.5	1792.5	1636.2	1632.5	1792.5	1636.2	1632.5	1792.5	1636.2	1632.5	1790.0	1792.5
106	1460.0	1572.5	1462.5	1517.5	1841.2	1687.5	1690.0	1685.0	1687.5	1691.2	1686.2	1842.5	1690.0	1686.2	1842.5	1688.8
107	1513.8	1515.0	1518.8	1518.8	1740.0	1743.8	1743.8	1736.2	1745.0	1743.8	1736.2	1740.0	1743.8	1736.2	1740.0	1743.8
199	2710.0	2710.0	2713.8	2713.8	3027.5	3031.2	3031.2	3023.8	3032.5	3030.0	3023.8	3028.8	3031.2	3023.8	3026.2	3032.5
200	2652.5	2766.2	2715.0	2768.8	3082.5	3083.8	3082.5	2920.0	3086.2	3082.5	2921.2	3082.5	3082.5	2920.0	3082.5	3086.2
201	2707.5	2766.2	2767.5	2710.0	3136.2	3136.2	2980.0	2975.0	3136.2	2980.0	2976.2	3135.0	2980.0	2976.2	3135.0	3136.2
202	2708.8	2820.0	2710.0	2766.2	3186.2	3032.5	3035.0	3030.0	3032.5	3035.0	3030.0	3186.2	3035.0	3030.0	3186.2	3031.2
203	2762.5	2761.2	2766.2	2766.2	3083.8	3087.5	3088.8	3080.0	3088.8	3088.8	3080.0	3083.8	3088.8	3081.2	3083.8	3087.5
204	2703.8	2818.8	2766.2	2820.0	3138.8	3141.2	3137.5	2976.2	3142.5	3137.5	2976.2	3137.5	3138.8	2976.2	3137.5	3141.2
205	2760.0	2818.8	2820.0	2762.5	3192.5	3192.5	3036.2	3032.5	3192.5	3033.8	3032.5	3192.5	3036.2	3032.5	3192.5	3192.5
206	2760.0	2872.5	2761.2	2818.8	3241.2	3087.5	3091.2	3086.2	3088.8	3091.2	3083.8	3242.5	3090.0	3086.2	3241.2	3087.5
207	2815.0	2815.0	2818.8	2818.8	3140.0	3145.0	3143.8	3136.2	3143.8	3142.5	3136.2	3140.0	3143.8	3136.2	3138.8	3145.0
299	4010.0	4010.0	4013.8	4015.0	4428.8	4431.2	4431.2	4423.8	4432.5	4432.5	4423.8	4428.8	4431.2	4423.8	4428.8	4432.5
300	3951.2	4066.2	4013.8	4067.5	4481.2	4486.2	4482.5	4320.0	4486.2	4481.2	4320.0	4482.5	4482.5	4321.2	4482.5	4486.2
301	4007.5	4066.2	4067.5	4010.0	4536.2	4536.2	4380.0	4376.2	4536.2	4378.8	4376.2	4536.2	4381.2	4376.2	4536.2	4536.2
302	4007.5	4120.0	4010.0	4066.2	4586.2	4432.5	4435.0	4430.0	4431.2	4433.8	4427.5	4586.2	4433.8	4430.0	4586.2	4432.5
303	4062.5	4061.2	4066.2	4066.2	4483.8	4487.5	4487.5	4481.2	4488.8	4486.2	4480.0	4483.8	4488.8	4480.0	4482.5	4488.8
304	4005.0	4117.5	4066.2	4120.0	4538.8	4540.0	4538.8	4376.2	4542.5	4537.5	4376.2	4537.5	4537.5	4376.2	4538.8	4542.5
305	4060.0	4118.8	4120.0	4063.8	4592.5	4592.5	4436.2	4431.2	4592.5	4436.2	4432.5	4592.5	4436.2	4431.2	4590.0	4592.5
306	4060.0	4172.5	4062.5	4117.5	4642.5	4488.8	4490.0	4486.2	4488.8	4490.0	4486.2	4642.5	4490.0	4486.2	4642.5	4488.8
307	4115.0	4116.2	4118.8	4118.8	4540.0	4545.0	4543.8	4536.2	4545.0	4543.8	4536.2	4541.2	4543.8	4536.2	4540.0	4543.8
399	5311.2	5311.2	5315.0	5313.8	5828.8	5832.5	5832.5	5825.0	5832.5	5830.0	5825.0	5827.5	5831.2	5823.8	5826.2	5832.5
400	5252.5	5366.2	5313.8	5367.5	5881.2	5883.8	5881.2	5720.0	5886.2	5881.2	5720.0	5882.5	5882.5	5720.0	5882.5	5886.2
401	5307.5	5366.2	5367.5	5312.5	5935.0	5936.2	5780.0	5776.2	5936.2	5780.0	5776.2	5935.0	5780.0	5776.2	5935.0	5936.2
402	5308.8	5420.0	5310.0	5366.2	5986.2	5832.5	5833.8	5830.0	5832.5	5835.0	5830.0	5986.2	5833.8	5830.0	5986.2	5832.5
403	5362.5	5363.8	5366.2	5366.2	5883.8	5888.8	5888.8	5880.0	5888.8	5887.5	5881.2	5883.8	5888.8	5881.2	5883.8	5888.8
404	5303.8	5417.5	5366.2	5420.0	5938.8	5942.5	5937.5	5775.0	5942.5	5937.5	5776.2	5937.5	5937.5	5775.0	5937.5	5942.5
405	5360.0	5417.5	5420.0	5362.5	5992.5	5992.5	5836.2	5832.5	5992.5	5835.0	5832.5	5992.5	5836.2	5832.5	5992.5	5992.5
406	5360.0	5472.5	5361.2	5418.8	6042.5	5887.5	5890.0	5886.2	5888.8	5890.0	5883.8	6042.5	5890.0	5886.2	6042.5	5887.5
